accuracy,precision,recall,specificity,npv,f1,f1_no_churn,balanced_accuracy,macro_f1,brier,threshold,tp,tn,fp,fn,auc_roc,lift_top_10pct,train_rows,validation_rows,train_churn_rate,validation_churn_rate,validation_snapshot,target,model,selected_by
0.7009240246406571,0.9492684780543417,0.7226179714337371,0.31757188498402555,0.06084720861900098,0.8205802040774427,0.10212678516387547,0.5200949282088814,0.4613534946206591,0.2203450246227524,0.46305409955978394,39968,994,2136,15342,0.5201300540722261,1.0036159826432833,279542,58440,0.9893325511014445,0.9464407939767283,15,No purchase in next 2 quarters,XGBoost_Regularized,"highest rolling-backtest balanced_accuracy, then macro_f1"
